price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month
27e4,3,1.75,1390,10905,1.0,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,10839,2014.0,5.0
748e3,4,3.5,2770,3330,2.0,0,0,3,8,1970,800,2001,0,98052,47.6327,-122.109,2180,3380,2015.0,1.0
336900.0,3,1.75,1780,120661,1.0,0,0,4,6,1780,0,1979,0,98019,47.7731,-121.897,1440,25000,2014.0,5.0
9e5,4,2.75,3950,10214,1.0,0,3,3,10,2050,1900,1955,0,98117,47.6969,-122.384,3130,8608,2014.0,8.0
7e5,4,3.25,3580,43093,1.0,0,0,4,8,3580,0,1990,0,98024,47.5595,-121.901,2070,43093,2015.0,4.0
69e4,3,2.5,2820,5001,2.0,0,0,3,9,2820,0,2004,0,98029,47.5533,-121.992,2660,5001,2014.0,11.0
635e3,4,1.75,1950,13320,1.0,0,0,4,8,1370,580,1969,0,98007,47.6196,-122.139,2120,12051,2014.0,5.0
507250.0,3,2.5,2270,5536,2.0,0,0,3,8,2270,0,2003,0,98065,47.5389,-121.881,2270,5731,2014.0,8.0
489e3,3,1.75,2090,7667,1.0,0,2,3,7,1200,890,1952,0,98115,47.7007,-122.312,1480,7666,2014.0,11.0
3e5,2,1.0,1100,7680,1.0,0,0,4,7,1100,0,1950,0,98133,47.7439,-122.339,1460,7680,2015.0,3.0
998800.0,3,2.0,2250,8000,1.0,0,2,4,9,2250,0,1955,0,98177,47.7077,-122.378,2880,10960,2014.0,8.0
551e3,4,1.5,1470,5100,1.5,0,0,3,7,1470,0,1946,0,98117,47.6769,-122.381,1470,5100,2014.0,7.0
32e4,3,1.0,1260,9600,1.0,0,0,3,7,1260,0,1970,1995,98045,47.4444,-121.762,1530,9790,2015.0,4.0
33e4,4,2.25,2440,8098,2.0,0,0,3,8,2440,0,1983,0,98023,47.3126,-122.346,2110,7911,2014.0,12.0
585e3,3,2.0,3190,207346,2.0,0,0,3,9,3190,0,1994,0,98022,47.2737,-122.015,2930,206474,2015.0,4.0
385e3,3,1.75,1230,7500,1.0,0,0,3,7,1230,0,1987,0,98034,47.7316,-122.224,1930,8747,2014.0,6.0
957e3,4,3.0,2370,3836,2.0,0,0,3,9,1750,620,1969,2008,98107,47.6718,-122.394,1690,4698,2014.0,9.0
625e3,4,2.25,2070,7200,1.0,0,0,5,8,1390,680,1977,0,98033,47.697,-122.169,2110,8400,2014.0,8.0
75e4,6,1.75,2750,9563,2.0,0,0,4,8,2750,0,1973,0,98052,47.6368,-122.097,2040,9563,2015.0,4.0
4e5,3,1.75,1330,9143,1.0,0,0,3,7,1330,0,1960,0,98006,47.5538,-122.176,1950,10384,2014.0,8.0
531e3,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,2014.0,5.0
5e5,3,2.25,1730,13040,1.0,0,0,4,8,1290,440,1988,0,98052,47.6809,-122.119,1730,11016,2014.0,10.0
21e4,3,2.5,1040,2643,2.0,0,0,3,7,720,320,2004,0,98118,47.5165,-122.268,1540,5110,2014.0,5.0
36e4,3,1.0,1280,3870,1.0,0,0,3,7,640,640,1945,0,98122,47.6163,-122.294,1280,4800,2015.0,3.0
365e3,4,2.5,1800,5070,1.0,0,0,5,7,1080,720,1979,0,98118,47.5303,-122.28,1870,5365,2014.0,8.0
544900.0,3,2.5,1990,4936,2.0,0,0,3,8,1990,0,2004,0,98075,47.5911,-122.018,2250,4815,2014.0,11.0
185e3,1,1.0,720,5000,1.0,0,0,4,6,720,0,1908,0,98118,47.5289,-122.272,1170,5000,2014.0,9.0
525e3,3,2.25,2100,40510,2.0,0,0,3,10,1320,780,1979,0,98074,47.6154,-122.047,2380,33450,2014.0,12.0
717550.0,3,3.5,2840,4468,3.0,0,0,3,10,2840,0,2006,0,98052,47.7069,-122.117,3040,5400,2014.0,8.0
418900.0,3,1.5,1470,11112,1.0,0,0,3,7,1470,0,1954,0,98155,47.7462,-122.294,1460,11407,2014.0,8.0
898e3,5,2.25,2700,9000,2.0,0,0,5,9,2700,0,1987,0,98007,47.6599,-122.146,2630,9000,2014.0,9.0
763e3,4,2.5,3220,7873,2.0,0,0,3,10,3220,0,1994,0,98075,47.5849,-122.03,2610,8023,2015.0,3.0
92e4,6,3.0,3300,4218,2.0,0,0,3,8,2200,1100,1970,0,98103,47.6557,-122.344,1420,4218,2014.0,12.0
465e3,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1925,2011,98126,47.5667,-122.372,1510,4800,2014.0,6.0
32e4,4,1.75,1710,10480,1.5,0,0,4,6,1710,0,1969,0,98059,47.4743,-122.143,1750,10480,2015.0,1.0
32e4,4,1.5,1100,11824,1.0,0,0,4,7,1100,0,1954,0,98006,47.5704,-122.141,1380,11796,2014.0,8.0
409500.0,3,1.0,1340,4120,1.0,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635,2014.0,11.0
532500.0,4,2.0,2220,23750,1.0,0,0,3,7,2220,0,1963,0,98011,47.7759,-122.214,2650,21167,2015.0,5.0
41e4,3,2.25,2200,16921,2.0,0,0,3,8,2200,0,1987,0,98038,47.3727,-122.051,2060,16921,2014.0,5.0
86e4,5,2.25,1960,8592,1.0,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,1720,8592,2015.0,5.0
8e5,6,1.0,1430,20620,2.0,0,0,3,7,1430,0,1954,0,98004,47.6255,-122.209,2450,10080,2015.0,2.0
802e3,2,2.5,2210,6327,1.0,0,0,3,8,2210,0,2003,0,98053,47.7114,-122.03,2170,6327,2014.0,6.0
383e3,3,1.0,1800,5612,1.0,0,0,4,7,1200,600,1942,0,98126,47.525,-122.378,1450,5250,2014.0,5.0
48e4,4,2.5,3620,16000,2.0,0,0,3,9,3620,0,1976,0,98038,47.3711,-122.06,2590,16000,2014.0,7.0
565e3,5,1.5,1940,3430,1.5,0,0,4,6,1220,720,1926,0,98117,47.6853,-122.362,1830,4120,2015.0,4.0
355e3,3,2.25,1960,7000,1.0,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,2014.0,12.0
245500.0,2,1.0,790,7500,1.0,0,0,3,6,790,0,1950,0,98011,47.7644,-122.198,1970,8970,2014.0,8.0
347500.0,4,2.5,2156,3562,2.0,0,0,3,9,2156,0,2012,0,98030,47.3591,-122.201,1708,3539,2015.0,1.0
732350.0,4,2.5,2270,7665,2.0,0,0,3,9,2270,0,1986,0,98052,47.6612,-122.148,2450,8706,2014.0,11.0
467e3,3,2.5,1425,1179,3.0,0,0,3,8,1425,0,2008,0,98125,47.6963,-122.318,1285,1253,2015.0,4.0
325900.0,3,2.5,2040,9765,2.0,0,0,3,8,2040,0,1985,0,98023,47.309,-122.349,2350,10150,2014.0,10.0
34e4,5,2.0,1750,8220,1.0,0,0,3,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760,2014.0,9.0
755e3,5,2.5,3260,24300,1.5,0,1,4,8,2310,950,1950,0,98155,47.7587,-122.274,2390,32057,2014.0,6.0
502e3,4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1953,0,98177,47.7677,-122.359,1750,8475,2015.0,4.0
464950.0,3,1.5,1200,890,2.0,0,0,3,8,1030,170,2008,0,98109,47.6384,-122.342,1230,2120,2014.0,7.0
272e3,4,2.0,1780,19843,1.0,0,0,3,7,1780,0,1963,0,98058,47.4414,-122.154,2210,13500,2015.0,4.0
6e5,3,3.0,3530,8345,2.0,0,0,3,10,3530,0,2006,0,98028,47.7338,-122.234,1940,9600,2015.0,4.0
449e3,4,2.0,1560,5220,1.0,0,0,3,7,1560,0,1959,0,98115,47.6905,-122.305,1300,5220,2015.0,4.0
449950.0,4,2.5,3100,10000,2.0,0,0,3,9,3100,0,1978,0,98042,47.3741,-122.15,1850,9438,2014.0,7.0
271675.0,3,1.75,2140,13068,1.0,0,0,4,7,1460,680,1974,0,98092,47.3099,-122.197,2090,17424,2014.0,8.0
11e5,3,2.0,2390,6888,2.0,0,1,5,8,2390,0,1939,0,98115,47.6839,-122.274,2390,7920,2014.0,5.0
209950.0,3,1.75,1100,5525,1.0,0,0,5,6,1100,0,1968,0,98042,47.3625,-122.084,1050,5200,2014.0,10.0
1362500.0,3,2.0,2310,21318,1.0,0,0,3,10,2310,0,1979,1996,98004,47.6381,-122.224,2950,21814,2014.0,10.0
328e3,4,1.75,1990,7194,1.0,0,0,4,8,1400,590,1978,0,98058,47.4417,-122.135,1820,7400,2014.0,7.0
48e4,5,2.0,1760,21562,1.0,0,1,3,8,1560,200,1959,0,98028,47.7597,-122.263,2150,12676,2014.0,10.0
125e4,3,2.5,3670,18505,1.0,0,4,3,10,2530,1140,1983,0,98177,47.7588,-122.376,2920,20000,2014.0,11.0
301e3,4,2.5,2810,6146,2.0,0,0,3,9,2810,0,1998,0,98031,47.4045,-122.208,2810,6180,2014.0,7.0
303500.0,3,1.5,1060,10464,1.0,0,0,4,7,1060,0,1973,0,98034,47.7313,-122.229,1420,10464,2014.0,5.0
35e4,4,1.75,1820,6930,1.0,0,2,4,7,1320,500,1952,0,98178,47.5053,-122.242,1820,6825,2014.0,12.0
356500.0,4,2.5,2570,11473,2.0,0,0,3,8,2570,0,2008,0,98003,47.2809,-122.296,2430,5997,2014.0,12.0
455e3,2,1.0,1430,5000,1.5,0,0,2,7,1430,0,1925,0,98115,47.6727,-122.299,1450,3750,2015.0,1.0
939e3,4,3.5,3640,6049,2.0,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.125,3590,6104,2014.0,12.0
135e3,3,1.0,1520,8450,1.0,0,0,2,6,1120,400,1961,0,98023,47.328,-122.337,1320,8450,2014.0,12.0
33e4,2,1.0,880,4000,1.0,0,0,3,6,780,100,1937,0,98117,47.6931,-122.379,950,4000,2014.0,8.0
306e3,3,1.0,910,8658,1.0,0,0,3,7,910,0,1955,0,98155,47.7586,-122.303,1170,10200,2014.0,9.0
499950.0,3,1.75,1340,6250,1.0,0,0,4,7,1090,250,1941,0,98136,47.5427,-122.386,1550,1755,2014.0,9.0
345e3,2,1.75,1030,1106,2.0,0,0,3,7,765,265,2006,0,98136,47.5397,-122.387,1030,1066,2015.0,4.0
205e3,3,2.5,1600,7295,2.0,0,0,2,7,1600,0,1993,0,98042,47.3904,-122.165,1410,9000,2015.0,1.0
342500.0,5,2.25,2100,10726,1.0,0,0,4,7,1050,1050,1963,0,98059,47.4922,-122.134,2100,10726,2015.0,5.0
8e5,3,1.0,1700,4400,1.5,0,0,4,8,1700,0,1906,0,98122,47.612,-122.292,1610,4180,2014.0,5.0
791500.0,4,2.5,3250,8970,2.0,0,0,3,10,3250,0,1994,0,98075,47.5862,-122.037,3240,8449,2014.0,8.0
559950.0,2,2.0,1870,4950,1.0,0,0,3,8,1870,0,2006,0,98053,47.7195,-122.022,1670,4800,2014.0,5.0
57e4,3,2.25,2180,9246,2.0,0,0,3,9,2180,0,1984,0,98074,47.6215,-122.031,2300,9298,2014.0,11.0
3e5,5,2.75,2000,9276,2.0,0,0,4,7,2000,0,1968,0,98055,47.444,-122.19,1240,8270,2014.0,10.0
365e3,2,2.0,1440,15000,1.0,0,0,3,7,1440,0,1985,0,98072,47.7648,-122.159,1780,15000,2014.0,9.0
268500.0,4,2.5,2100,4237,2.0,0,0,3,8,2100,0,2006,0,98031,47.3901,-122.174,2100,4575,2014.0,6.0
535e3,3,2.5,1850,10109,2.0,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660,2014.0,5.0
338e3,2,1.0,750,6439,1.0,0,0,4,6,750,0,1934,0,98103,47.6995,-122.354,1470,6374,2014.0,10.0
85e4,3,2.5,2940,10809,2.0,0,0,3,10,2940,0,1992,0,98006,47.5418,-122.136,3090,10348,2015.0,3.0
533380.0,4,2.75,2790,6685,2.0,0,0,3,8,2790,0,2014,0,98045,47.4838,-121.773,2790,6444,2014.0,8.0
2453500.0,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,0,98112,47.6319,-122.288,3710,8828,2014.0,5.0
595e3,4,2.0,3090,87120,1.0,0,0,4,7,1590,1500,1974,0,98072,47.7275,-122.122,2560,88426,2014.0,7.0
365e3,4,2.0,1940,25600,1.0,0,0,1,8,1940,0,1962,0,98006,47.5722,-122.129,2000,10071,2014.0,6.0
485e3,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,2014.0,5.0
55e4,3,1.0,1110,6000,1.0,0,0,3,7,1110,0,1904,0,98109,47.6461,-122.357,1460,6000,2015.0,2.0
254e3,3,2.0,1480,7480,1.0,0,0,4,7,1480,0,1992,0,98038,47.3542,-122.055,1680,7146,2014.0,5.0
423e3,4,1.75,1730,7245,1.0,0,0,4,7,880,850,1955,0,98007,47.5995,-122.144,1550,7245,2015.0,5.0
329950.0,4,2.5,2120,4558,2.0,0,0,3,7,2120,0,2002,0,98038,47.3795,-122.022,2370,5506,2014.0,7.0
393e3,2,1.0,980,3350,1.0,0,0,4,7,980,0,1925,0,98103,47.6858,-122.352,1260,4000,2014.0,9.0
426500.0,4,2.5,2700,6515,2.0,0,0,3,9,2700,0,1998,0,98058,47.4356,-122.11,2900,6710,2014.0,7.0
59e4,4,2.5,2380,4950,2.0,0,0,3,8,2380,0,2004,0,98136,47.5382,-122.391,1370,5120,2014.0,11.0
4e5,4,1.75,1850,6480,1.0,0,0,4,7,1120,730,1958,0,98108,47.5525,-122.313,1610,5040,2014.0,11.0
335e3,3,1.0,2320,6750,1.0,0,0,3,7,1160,1160,1960,0,98118,47.5327,-122.276,1230,6075,2015.0,4.0
565e3,3,1.75,1720,2218,1.5,0,0,3,7,1270,450,1931,2003,98103,47.649,-122.335,1130,1600,2014.0,7.0
34e4,5,1.0,1120,9022,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,2014.0,5.0
607500.0,4,2.5,2110,13939,1.0,0,0,3,8,1270,840,1978,0,98008,47.6431,-122.113,2140,8882,2015.0,2.0
625e3,3,2.5,2750,35000,2.0,0,0,3,9,2750,0,1993,0,98077,47.75,-122.024,2780,35862,2015.0,4.0
535e3,3,2.5,2210,7620,2.0,0,0,3,8,2210,0,1994,0,98052,47.6938,-122.13,1920,7440,2014.0,5.0
341780.0,4,2.75,2260,4440,2.0,0,0,3,7,2260,0,2014,0,98001,47.3507,-122.291,2260,4563,2015.0,2.0
545e3,4,2.5,2090,6023,2.0,0,0,3,8,2090,0,1990,0,98029,47.5713,-121.997,2090,6023,2014.0,6.0
82e4,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,98119,47.6503,-122.368,1720,5336,2014.0,5.0
14e5,5,4.25,3530,7924,2.0,0,0,3,10,3530,0,2001,0,98040,47.5894,-122.243,1750,9226,2014.0,5.0
371e3,3,1.5,1420,4500,1.0,0,0,3,7,1420,0,1959,0,98103,47.694,-122.332,1540,6375,2014.0,6.0
888550.0,3,2.5,3540,38322,2.0,0,0,3,10,3540,0,1989,0,98053,47.6892,-122.048,3540,35926,2014.0,7.0
662700.0,2,1.5,2440,6900,2.0,0,0,3,7,1590,850,1910,0,98118,47.5568,-122.271,1770,6900,2015.0,4.0
472500.0,4,1.75,1440,8536,1.0,0,0,4,7,1440,0,1961,0,98033,47.6775,-122.18,1720,9748,2015.0,3.0
692500.0,4,3.0,2820,11500,2.0,0,0,3,10,2820,0,1991,0,98075,47.5826,-122.028,2770,9694,2014.0,12.0
446800.0,4,2.0,2410,8712,1.0,0,0,3,7,1260,1150,1958,0,98144,47.5729,-122.302,2220,6038,2014.0,10.0
255e3,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,2014.0,5.0
562100.0,2,0.75,1440,3700,1.0,0,0,3,7,1200,240,1914,0,98107,47.6707,-122.364,1440,4300,2014.0,6.0
55e4,4,2.5,3148,9612,2.0,0,3,3,9,3148,0,2014,0,98198,47.3994,-122.311,3000,11475,2015.0,3.0
281e3,3,1.0,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,47.4023,-122.273,1340,37703,2014.0,11.0
417e3,2,1.0,920,6600,1.0,0,0,3,6,920,0,1919,2003,98118,47.5452,-122.27,1510,5944,2014.0,6.0
51e4,4,2.75,2730,9112,1.0,0,2,3,9,1740,990,1996,0,98198,47.4005,-122.312,3050,10454,2014.0,10.0
576e3,3,1.0,1140,5395,1.0,0,0,4,7,1010,130,1909,0,98115,47.6782,-122.306,1700,5376,2014.0,7.0
33e4,3,2.25,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,47.5417,-122.289,1760,1985,2015.0,5.0
285e3,4,2.5,2200,9397,2.0,0,0,3,8,2200,0,1987,0,98001,47.3406,-122.269,2310,9176,2014.0,5.0
772e3,4,2.5,2500,8680,1.0,0,0,4,7,1250,1250,1958,0,98004,47.6073,-122.192,2140,8680,2014.0,8.0
33e4,4,2.5,2380,13550,2.0,0,0,3,7,2380,0,1999,0,98188,47.4486,-122.288,1230,9450,2014.0,6.0
1615e3,4,3.25,4250,12281,2.0,0,4,3,12,3020,1230,1996,0,98006,47.5507,-122.113,4940,12941,2014.0,10.0
232900.0,3,1.5,910,5120,1.0,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132,2014.0,12.0
72e4,5,2.75,2860,5379,2.0,0,0,3,9,2860,0,2005,0,98052,47.7082,-122.104,2980,6018,2014.0,8.0
333500.0,3,2.5,2196,7475,2.0,0,0,3,8,2196,0,2006,0,98030,47.3803,-122.204,1860,6755,2015.0,1.0
63e4,3,3.0,1880,2200,2.0,0,0,3,8,1520,360,2007,0,98107,47.6666,-122.367,1500,1426,2015.0,3.0
717e3,3,1.5,1310,3880,1.0,0,0,3,7,1090,220,1956,0,98117,47.6821,-122.392,1570,3880,2014.0,5.0
69e4,4,2.0,2230,5000,1.5,0,0,4,7,1510,720,1922,0,98144,47.5772,-122.292,2140,5000,2014.0,11.0
44e4,3,1.75,1450,6829,1.0,0,0,3,8,1450,0,1983,0,98052,47.7222,-122.108,1950,7622,2014.0,7.0
625e3,4,2.5,1750,9000,1.0,0,0,3,8,1410,340,1977,2003,98052,47.6403,-122.105,2120,9600,2014.0,7.0
403e3,3,2.75,2090,8354,2.0,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,2014.0,5.0
556e3,4,2.5,2240,5402,2.0,0,0,3,8,2240,0,2005,0,98133,47.772,-122.35,2240,7560,2015.0,3.0
933e3,3,1.5,1870,3300,2.0,0,2,3,7,1870,0,1906,0,98102,47.6221,-122.325,1820,2460,2014.0,11.0
375e3,2,1.0,790,5120,1.0,0,0,3,6,790,0,1950,0,98136,47.557,-122.395,1250,5120,2015.0,5.0
622950.0,4,3.25,3030,7644,2.0,0,0,3,8,2830,200,2006,0,98065,47.5457,-121.881,3400,6908,2015.0,4.0
577500.0,3,1.75,2140,13286,1.0,0,0,4,8,1220,920,1964,0,98006,47.5722,-122.128,2250,13286,2014.0,10.0
492e3,2,1.0,950,6000,1.0,0,0,3,7,950,0,1942,0,98115,47.6897,-122.294,1440,6000,2015.0,3.0
399500.0,4,1.75,1360,4840,1.5,0,0,4,7,1360,0,1928,0,98126,47.556,-122.376,1320,4840,2014.0,7.0
353900.0,3,2.5,2517,3900,2.0,0,0,3,8,2517,0,2014,0,98092,47.3211,-122.182,2390,7108,2014.0,9.0
715e3,6,2.75,3400,5000,2.0,0,2,3,8,2860,540,1977,0,98107,47.6728,-122.362,1800,5000,2015.0,1.0
595e3,4,2.5,1990,2175,2.0,0,0,3,8,1680,310,2005,0,98107,47.6696,-122.371,1560,2087,2014.0,6.0
551e3,3,1.0,1580,6000,1.0,0,0,5,7,1580,0,1947,0,98027,47.5286,-122.032,1580,6000,2015.0,3.0
385e3,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965,2014.0,10.0
365e3,2,1.5,1200,6380,1.0,0,0,3,7,1200,0,1929,0,98115,47.697,-122.319,1290,6598,2014.0,12.0
575e3,5,2.25,3550,7992,2.0,0,0,3,8,3550,0,1968,0,98034,47.7285,-122.179,2110,7992,2014.0,11.0
41e4,4,2.5,1700,9000,1.0,0,0,5,7,1700,0,1972,0,98034,47.7306,-122.233,1370,7592,2014.0,7.0
607500.0,4,2.5,3000,8100,2.0,0,0,3,8,3000,0,1992,0,98125,47.7151,-122.305,1550,8100,2014.0,8.0
337e3,4,2.5,2470,5100,2.0,0,0,3,8,2470,0,2005,0,98038,47.3622,-122.041,2240,5123,2014.0,10.0
595e3,3,2.0,1530,6773,1.0,0,0,4,8,1530,0,1984,0,98033,47.6653,-122.194,2240,7201,2014.0,8.0
643500.0,3,2.0,1650,7104,2.0,0,0,3,8,1650,0,1945,1986,98177,47.7053,-122.374,1730,7104,2014.0,9.0
315500.0,3,1.0,1300,12600,1.0,0,0,4,7,1300,0,1969,0,98072,47.7422,-122.1,1480,13530,2015.0,1.0
56e4,3,2.0,1840,14985,1.0,0,0,3,7,1840,0,1968,0,98033,47.6916,-122.158,2300,16067,2014.0,7.0
64e4,4,1.75,2020,16120,1.0,0,0,3,7,2020,0,1969,0,98010,47.3413,-122.048,1940,16350,2014.0,8.0
552250.0,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823,2014.0,7.0
765e3,3,1.5,1500,5111,2.0,0,0,5,8,1500,0,1984,0,98122,47.6118,-122.284,2380,4519,2015.0,3.0
755e3,3,2.75,2870,6600,2.0,0,2,3,8,2870,0,1984,0,98008,47.5745,-122.113,2570,7925,2014.0,12.0
457500.0,3,2.5,1500,4445,2.0,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,4408,2014.0,7.0
393e3,4,1.75,1790,11801,1.0,0,0,4,8,1790,0,1974,0,98056,47.5172,-122.17,2000,12988,2015.0,2.0
437e3,5,2.0,2120,137565,1.5,0,0,3,7,2120,0,1913,0,98070,47.4558,-122.507,2120,157123,2014.0,6.0
299250.0,3,2.5,2530,8669,2.0,0,0,3,9,2530,0,1990,0,98023,47.3073,-122.395,2530,9469,2014.0,10.0
217e3,2,1.0,970,5600,1.0,0,0,3,6,970,0,1951,0,98118,47.5297,-122.277,1020,5600,2014.0,10.0
546e3,2,1.0,1120,6180,1.0,0,0,4,7,1120,0,1939,0,98115,47.6824,-122.301,1420,5356,2015.0,3.0
7e5,3,3.5,3030,11550,2.0,0,2,3,8,3030,0,1971,2011,98146,47.5051,-122.381,2340,10560,2014.0,12.0
487500.0,2,1.0,1190,5000,1.0,0,0,3,7,1190,0,1925,0,98116,47.5717,-122.382,1600,5000,2015.0,4.0
284850.0,3,1.5,1590,8256,1.0,0,1,3,7,1090,500,1969,0,98003,47.3488,-122.304,1950,7840,2014.0,12.0
383150.0,3,2.0,2210,6387,1.0,0,0,3,8,2210,0,2003,0,98003,47.265,-122.302,2570,6497,2015.0,2.0
201e3,3,1.0,1460,9750,1.0,0,0,4,7,1460,0,1969,0,98042,47.3242,-122.144,1270,9750,2014.0,5.0
44e4,4,1.0,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000,2014.0,8.0
365e3,2,1.5,820,1270,2.0,0,0,3,7,820,0,2009,0,98144,47.5925,-122.295,1130,1201,2015.0,3.0
415e3,3,2.5,2090,6045,2.0,0,0,3,8,2090,0,2000,0,98056,47.4947,-122.174,2040,6392,2014.0,6.0
965e3,4,3.5,3290,5559,1.5,0,0,3,8,2290,1000,1906,2004,98103,47.6788,-122.346,1790,6000,2015.0,2.0
355e3,3,1.5,1240,15867,1.0,0,0,3,7,1240,0,1962,0,98034,47.7167,-122.202,1570,9600,2014.0,11.0
998e3,5,4.5,4130,10404,2.0,0,0,3,10,4130,0,2004,0,98029,47.5556,-122.03,3890,11531,2014.0,8.0
29e4,2,1.0,770,4800,1.0,0,0,3,7,770,0,1943,0,98136,47.527,-122.383,1390,4800,2014.0,10.0
98e4,5,4.0,3460,5400,2.0,0,0,3,10,2830,630,2012,0,98056,47.5201,-122.204,1890,5400,2015.0,4.0
8e5,3,2.25,1620,4500,2.0,0,0,4,8,1620,0,1926,0,98119,47.643,-122.361,1210,4320,2014.0,6.0
631500.0,2,1.0,1130,2640,1.0,0,0,4,8,1130,0,1927,0,98109,47.6438,-122.357,1680,3200,2014.0,6.0
37e4,3,1.5,1360,1167,3.0,0,0,3,8,1360,0,2008,0,98103,47.6962,-122.349,1360,1167,2015.0,3.0
538e3,4,2.5,3260,10032,1.0,0,0,3,8,1960,1300,1978,0,98125,47.7203,-122.323,1802,7249,2014.0,7.0
249e3,3,1.0,1000,19204,1.0,0,0,3,7,1000,0,1968,2010,98042,47.3167,-122.081,2450,25927,2014.0,6.0
424e3,3,2.5,2200,34680,2.0,0,0,3,9,2200,0,1985,0,98092,47.3139,-122.116,2560,35840,2014.0,7.0
277e3,3,1.0,1100,8536,1.0,0,0,4,7,1100,0,1957,0,98118,47.5162,-122.261,1570,8040,2014.0,6.0
496e3,2,1.0,900,9260,1.0,0,0,3,7,900,0,1946,0,98107,47.6695,-122.36,1230,6913,2014.0,7.0
438e3,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,2014.0,6.0
475e3,3,2.25,1380,1621,2.0,0,0,3,8,1140,240,2007,0,98117,47.678,-122.375,1460,1403,2014.0,10.0
565e3,5,3.5,2700,11675,1.5,0,2,4,6,1950,750,1948,0,98133,47.7172,-122.349,2160,8114,2014.0,9.0
385e3,3,3.25,1630,1677,3.0,0,0,3,8,1630,0,2007,0,98133,47.7048,-122.353,1220,1677,2014.0,6.0
875e3,5,3.0,2960,15152,2.0,0,0,3,9,2960,0,2004,0,98033,47.6689,-122.179,1850,9453,2014.0,7.0
279e3,3,1.0,1530,15975,1.0,0,0,3,7,970,560,1952,0,98168,47.4766,-122.326,1540,15975,2014.0,9.0
305495.0,3,1.75,2110,10200,2.0,0,0,4,7,2110,0,1966,0,98059,47.4744,-122.154,1800,10200,2014.0,5.0
44e4,4,2.75,2420,10200,1.0,0,0,3,8,1220,1200,1962,0,98034,47.72,-122.236,2240,9750,2015.0,1.0
578e3,3,1.75,2120,10875,1.0,0,2,3,8,1540,580,1977,0,98146,47.504,-122.382,2460,11760,2014.0,9.0
1535e3,4,3.25,2850,4100,2.0,0,3,3,10,1820,1030,1908,2003,98122,47.6147,-122.285,2130,4200,2014.0,12.0
599e3,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,47.6636,-122.319,1720,1960,2014.0,8.0
596e3,2,1.0,1040,4880,1.0,0,0,3,7,1040,0,1910,1975,98115,47.6809,-122.311,1500,4590,2015.0,1.0
17e4,3,1.75,1370,10780,1.0,0,0,3,7,1370,0,1959,0,98168,47.4727,-122.298,1370,10317,2015.0,1.0
445e3,3,3.25,1710,1960,2.0,0,0,3,8,1360,350,2004,0,98029,47.5479,-122.003,1420,955,2014.0,10.0
43e4,4,2.75,2290,5249,2.0,0,0,3,7,2290,0,2003,0,98059,47.4916,-122.162,2270,4348,2014.0,9.0
21e4,3,1.0,1020,6000,1.0,0,0,3,5,1020,0,1900,0,98027,47.5281,-122.031,2070,7200,2014.0,8.0
935e3,4,3.5,3510,11200,2.0,0,0,3,11,3510,0,2001,0,98059,47.5193,-122.15,3600,12124,2014.0,8.0
594e3,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,2014.0,6.0
5e5,3,2.25,1760,11946,2.0,0,0,3,8,1760,0,1978,0,98074,47.624,-122.05,2080,12068,2014.0,7.0
